ds,yhat,sku_id,qty_total,revenue,price,forecasted_revenue,abs_error,pct_error,weighted_error
2025-02-03,1.0775797076904783,35760810624,0,0.0,0.0,0.0,1.0775797076904783,,0.0
2025-02-10,0.7887186628718146,35760810624,2,0.0,0.0,0.0,1.2112813371281854,0.6056406685640927,0.0
2025-02-17,0.2824668083260574,35760810624,0,,0.0,0.0,0.2824668083260574,,
2025-02-24,0.022217705975572336,35760810624,0,0.0,0.0,0.0,0.022217705975572336,,0.0
2025-02-03,0.4570890015853699,35760811216,0,,0.0,0.0,0.4570890015853699,,
2025-02-10,1.5208143210792282,35760811216,1,0.0,0.0,0.0,0.5208143210792282,0.5208143210792282,0.0
2025-02-17,4.888305531757765,35760811216,1,0.0,0.0,0.0,3.888305531757765,3.888305531757765,0.0
2025-02-24,7.223833095025399,35760811216,5,,0.0,0.0,2.223833095025399,0.4447666190050798,
2025-02-03,-0.19945311300117055,30181290347,0,0.0,0.0,-0.0,0.19945311300117055,,0.0
2025-02-10,-0.15947231295134187,30181290347,0,0.0,0.0,-0.0,0.15947231295134187,,0.0
2025-02-17,-0.08498497290430015,30181290347,0,0.0,0.0,-0.0,0.08498497290430015,,0.0
2025-02-24,-0.08961312907870349,30181290347,0,0.0,0.0,-0.0,0.08961312907870349,,0.0
2025-02-03,-0.08962023375776185,30182210325,0,0.0,0.0,-0.0,0.08962023375776185,,0.0
2025-02-10,-0.25191311660938376,30182210325,0,0.0,0.0,-0.0,0.25191311660938376,,0.0
2025-02-17,-0.34213874501242525,30182210325,0,0.0,0.0,-0.0,0.34213874501242525,,0.0
2025-02-24,-0.22232017048904446,30182210325,0,0.0,0.0,-0.0,0.22232017048904446,,0.0
2025-02-03,1.6252824251694928,35797749988,0,0.0,0.0,0.0,1.6252824251694928,,0.0
2025-02-10,2.106430353203833,35797749988,0,0.0,0.0,0.0,2.106430353203833,,0.0
2025-02-17,2.3343889877624484,35797749988,0,0.0,0.0,0.0,2.3343889877624484,,0.0
2025-02-24,2.0913076060461835,35797749988,0,0.0,0.0,0.0,2.0913076060461835,,0.0
2025-02-03,0.66432084988694,35845590961,1,0.0,0.0,0.0,0.33567915011306004,0.33567915011306004,0.0
2025-02-10,0.664893584911139,35845590961,0,0.0,0.0,0.0,0.664893584911139,,0.0
2025-02-17,0.4505811563961877,35845590961,0,1716.0,0.0,0.0,0.4505811563961877,,773.197264375858
2025-02-24,0.25194820503747056,35845590961,0,0.0,0.0,0.0,0.25194820503747056,,0.0
2025-02-03,0.160350997285567,35846286376,0,0.0,0.0,0.0,0.160350997285567,,0.0
2025-02-10,0.1381706090816741,35846286376,0,1716.0,0.0,0.0,0.1381706090816741,,237.10076518415278
2025-02-17,0.35991109229296625,35846286376,0,0.0,0.0,0.0,0.35991109229296625,,0.0
2025-02-24,0.6514002114243573,35846286376,0,0.0,0.0,0.0,0.6514002114243573,,0.0
2025-02-03,0.45685898029799565,35846548593,0,0.0,0.0,0.0,0.45685898029799565,,0.0
2025-02-10,0.4704295185579441,35846548593,0,0.0,0.0,0.0,0.4704295185579441,,0.0
2025-02-17,0.25476067978788647,35846548593,0,0.0,0.0,0.0,0.25476067978788647,,0.0
2025-02-24,0.0328701979451288,35846548593,0,0.0,0.0,0.0,0.0328701979451288,,0.0
2025-02-03,3.0346822519512546,4475480724,0,0.0,0.0,0.0,3.0346822519512546,,0.0
2025-02-10,3.166180114512103,4475480724,6,,0.0,0.0,2.833819885487897,0.47230331424798283,
2025-02-17,3.106095764290872,4475480724,2,,0.0,0.0,1.1060957642908722,0.5530478821454361,
2025-02-24,3.0738730497340647,4475480724,4,,0.0,0.0,0.9261269502659353,0.23153173756648382,
2025-02-03,-0.07649497204244715,30227761388,0,0.0,0.0,-0.0,0.07649497204244715,,0.0
2025-02-10,-0.06865994209602921,30227761388,0,0.0,0.0,-0.0,0.06865994209602921,,0.0
2025-02-17,-0.08776139701998864,30227761388,0,0.0,0.0,-0.0,0.08776139701998864,,0.0
2025-02-24,-0.12663072138362375,30227761388,0,0.0,0.0,-0.0,0.12663072138362375,,0.0
2025-02-03,1.2421187458600498,30227761828,0,0.0,0.0,0.0,1.2421187458600498,,0.0
2025-02-10,0.24714506986221285,30227761828,0,0.0,0.0,0.0,0.24714506986221285,,0.0
2025-02-17,-0.3839260547733463,30227761828,0,0.0,0.0,-0.0,0.3839260547733463,,0.0
2025-02-24,-0.45757164987148724,30227761828,0,0.0,0.0,-0.0,0.45757164987148724,,0.0
2025-02-03,0.559619057997213,30227763865,0,0.0,0.0,0.0,0.559619057997213,,0.0
2025-02-10,0.5180271757085742,30227763865,0,0.0,0.0,0.0,0.5180271757085742,,0.0
2025-02-17,0.5148126382596145,30227763865,0,0.0,0.0,0.0,0.5148126382596145,,0.0
2025-02-24,0.5448766635264781,30227763865,0,0.0,0.0,0.0,0.5448766635264781,,0.0
2025-02-03,0.020839279195712282,30227764388,0,0.0,0.0,0.0,0.020839279195712282,,0.0
2025-02-10,0.1427317761508684,30227764388,0,0.0,0.0,0.0,0.1427317761508684,,0.0
2025-02-17,0.20059467745707288,30227764388,0,0.0,0.0,0.0,0.20059467745707288,,0.0
2025-02-24,0.14973415668793744,30227764388,0,0.0,0.0,0.0,0.14973415668793744,,0.0
2025-02-03,-0.0874217895718174,30227765347,0,0.0,0.0,-0.0,0.0874217895718174,,0.0
2025-02-10,-0.16355789192603723,30227765347,0,0.0,0.0,-0.0,0.16355789192603723,,0.0
2025-02-17,-0.12308009279407496,30227765347,0,0.0,0.0,-0.0,0.12308009279407496,,0.0
2025-02-24,0.0008015597066975133,30227765347,0,0.0,0.0,0.0,0.0008015597066975133,,0.0
2025-02-03,0.3095265042431501,3022776581,0,0.0,0.0,0.0,0.3095265042431501,,0.0
2025-02-10,0.4905561333647571,3022776581,0,0.0,0.0,0.0,0.4905561333647571,,0.0
2025-02-17,0.5227865891887495,3022776581,1,0.0,0.0,0.0,0.47721341081125046,0.47721341081125046,0.0
2025-02-24,0.39736025809521297,3022776581,0,,0.0,0.0,0.39736025809521297,,
2025-02-03,0.5349520909561087,30227766812,0,0.0,0.0,0.0,0.5349520909561087,,0.0
2025-02-10,0.3494974064421398,30227766812,0,0.0,0.0,0.0,0.3494974064421398,,0.0
2025-02-17,0.29843026713490356,30227766812,1,,0.0,0.0,0.7015697328650965,0.7015697328650965,
2025-02-24,0.37666871285970915,30227766812,0,0.0,0.0,0.0,0.37666871285970915,,0.0
2025-02-03,0.17144770198749626,3022776731,0,0.0,0.0,0.0,0.17144770198749626,,0.0
2025-02-10,0.24471746002475225,3022776731,0,0.0,0.0,0.0,0.24471746002475225,,0.0
2025-02-17,0.33987121490349537,3022776731,0,0.0,0.0,0.0,0.33987121490349537,,0.0
2025-02-24,0.40366769420834353,3022776731,0,0.0,0.0,0.0,0.40366769420834353,,0.0
2025-02-03,-0.0007007992792211759,30227767831,0,0.0,0.0,-0.0,0.0007007992792211759,,0.0
2025-02-10,-0.05648252378471197,30227767831,0,0.0,0.0,-0.0,0.05648252378471197,,0.0
2025-02-17,-0.15379631462487042,30227767831,0,0.0,0.0,-0.0,0.15379631462487042,,0.0
2025-02-24,-0.1502533253044489,30227767831,0,0.0,0.0,-0.0,0.1502533253044489,,0.0
2025-02-03,1.1692527242319648,30227768349,0,0.0,0.0,0.0,1.1692527242319648,,0.0
2025-02-10,1.1825700168850835,30227768349,0,0.0,0.0,0.0,1.1825700168850835,,0.0
2025-02-17,1.1229540109064167,30227768349,0,0.0,0.0,0.0,1.1229540109064167,,0.0
2025-02-24,1.2011825500355484,30227768349,0,0.0,0.0,0.0,1.2011825500355484,,0.0
2025-02-03,0.6063791909065767,30227768888,0,990.0,0.0,0.0,0.6063791909065767,,600.3153989975109
2025-02-10,0.4935868334155444,30227768888,0,,0.0,0.0,0.4935868334155444,,
2025-02-17,0.6612222358357248,30227768888,0,0.0,0.0,0.0,0.6612222358357248,,0.0
2025-02-24,0.9144880986265966,30227768888,0,0.0,0.0,0.0,0.9144880986265966,,0.0
2025-02-03,0.6135810583950858,30227769326,0,0.0,0.0,0.0,0.6135810583950858,,0.0
2025-02-10,0.5279095979395367,30227769326,0,0.0,0.0,0.0,0.5279095979395367,,0.0
2025-02-17,-0.12097805766702524,30227769326,0,0.0,0.0,-0.0,0.12097805766702524,,0.0
2025-02-24,-0.8721261950130217,30227769326,0,0.0,0.0,-0.0,0.8721261950130217,,0.0
2025-02-03,0.4879273265573471,30227769849,0,0.0,0.0,0.0,0.4879273265573471,,0.0
2025-02-10,0.46454198557270016,30227769849,0,0.0,0.0,0.0,0.46454198557270016,,0.0
2025-02-17,0.2706878615503221,30227769849,0,0.0,0.0,0.0,0.2706878615503221,,0.0
2025-02-24,0.05955409413724122,30227769849,0,0.0,0.0,0.0,0.05955409413724122,,0.0
2025-02-03,-0.07153026284184608,30323747828,0,0.0,0.0,-0.0,0.07153026284184608,,0.0
2025-02-10,-0.04136746646182614,30323747828,0,0.0,0.0,-0.0,0.04136746646182614,,0.0
2025-02-17,-0.08633356724979022,30323747828,0,0.0,0.0,-0.0,0.08633356724979022,,0.0
2025-02-24,-0.15865014621604706,30323747828,0,0.0,0.0,-0.0,0.15865014621604706,,0.0
2025-02-03,0.0470442959200903,30323761316,0,0.0,0.0,0.0,0.0470442959200903,,0.0
2025-02-10,0.046320004953378444,30323761316,0,0.0,0.0,0.0,0.046320004953378444,,0.0
2025-02-17,-0.0006872712001549895,30323761316,0,0.0,0.0,-0.0,0.0006872712001549895,,0.0
2025-02-24,-0.0808047079822505,30323761316,0,0.0,0.0,-0.0,0.0808047079822505,,0.0
2025-02-03,-0.11605459642642435,30323764884,0,0.0,0.0,-0.0,0.11605459642642435,,0.0
2025-02-10,-0.28969917731257927,30323764884,0,0.0,0.0,-0.0,0.28969917731257927,,0.0
2025-02-17,-0.2891589355984901,30323764884,0,0.0,0.0,-0.0,0.2891589355984901,,0.0
2025-02-24,-0.1018955835229231,30323764884,0,0.0,0.0,-0.0,0.1018955835229231,,0.0
2025-02-03,0.43911758112507304,4486038235,0,0.0,0.0,0.0,0.43911758112507304,,0.0
2025-02-10,0.6256410714378023,4486038235,1,,0.0,0.0,0.37435892856219766,0.37435892856219766,
2025-02-17,0.7316907314876923,4486038235,0,0.0,0.0,0.0,0.7316907314876923,,0.0
2025-02-24,0.6720556988230822,4486038235,1,,0.0,0.0,0.32794430117691775,0.32794430117691775,
2025-02-03,0.003918798567519085,44860385651,0,0.0,0.0,0.0,0.003918798567519085,,0.0
2025-02-10,0.005643720912655737,44860385651,0,0.0,0.0,0.0,0.005643720912655737,,0.0
2025-02-17,0.0175714141813382,44860385651,0,0.0,0.0,0.0,0.0175714141813382,,0.0
2025-02-24,0.024392299718278224,44860385651,0,0.0,0.0,0.0,0.024392299718278224,,0.0
2025-02-03,0.7613461449101387,36407064097,1,0.0,0.0,0.0,0.23865385508986126,0.23865385508986126,0.0
2025-02-10,1.3060017372367176,36407064097,0,0.0,0.0,0.0,1.3060017372367176,,0.0
2025-02-17,0.9187700773820344,36407064097,0,0.0,0.0,0.0,0.9187700773820344,,0.0
2025-02-24,0.04840285907364006,36407064097,0,0.0,0.0,0.0,0.04840285907364006,,0.0
2025-02-03,7.960779575236496,36442662378,3,,0.0,0.0,4.960779575236496,1.6535931917454987,
2025-02-10,6.609224710221473,36442662378,3,,0.0,0.0,3.609224710221473,1.2030749034071577,
2025-02-17,5.677005819780208,36442662378,0,,0.0,0.0,5.677005819780208,,
2025-02-24,7.573070099846881,36442662378,1,,0.0,0.0,6.573070099846881,6.573070099846881,
2025-02-03,2.8457602053404214,36442913739,0,0.0,0.0,0.0,2.8457602053404214,,0.0
2025-02-10,2.198896324081989,36442913739,1,,0.0,0.0,1.1988963240819892,1.1988963240819892,
2025-02-17,1.2066080298184376,36442913739,1,,0.0,0.0,0.20660802981843762,0.20660802981843762,
2025-02-24,1.3129388454756148,36442913739,1,,0.0,0.0,0.3129388454756148,0.3129388454756148,
2025-02-03,0.5154602669321453,38280841811,0,,0.0,0.0,0.5154602669321453,,
2025-02-10,0.48369118869356076,38280841811,0,0.0,0.0,0.0,0.48369118869356076,,0.0
2025-02-17,0.3820356449039551,38280841811,0,0.0,0.0,0.0,0.3820356449039551,,0.0
2025-02-24,0.2856337477993057,38280841811,1,0.0,0.0,0.0,0.7143662522006943,0.7143662522006943,0.0
2025-02-03,-0.020555543140611383,31260538389,0,0.0,0.0,-0.0,0.020555543140611383,,0.0
2025-02-10,0.01493547129604754,31260538389,0,0.0,0.0,0.0,0.01493547129604754,,0.0
2025-02-17,0.035290494366736466,31260538389,0,0.0,0.0,0.0,0.035290494366736466,,0.0
2025-02-24,0.009335509460413446,31260538389,0,0.0,0.0,0.0,0.009335509460413446,,0.0
2025-02-03,0.03380886760648733,31260608522,0,0.0,0.0,0.0,0.03380886760648733,,0.0
2025-02-10,0.045308945457362686,31260608522,0,0.0,0.0,0.0,0.045308945457362686,,0.0
2025-02-17,0.0038068587625827224,31260608522,0,0.0,0.0,0.0,0.0038068587625827224,,0.0
2025-02-24,-0.019386149169741414,31260608522,1,0.0,0.0,-0.0,1.0193861491697414,1.0193861491697414,0.0
2025-02-03,-0.2850759175534173,31298226737,0,0.0,0.0,-0.0,0.2850759175534173,,0.0
2025-02-10,-0.05550050965673446,31298226737,0,0.0,0.0,-0.0,0.05550050965673446,,0.0
2025-02-17,0.1048903634295799,31298226737,0,0.0,0.0,0.0,0.1048903634295799,,0.0
2025-02-24,-0.014299656705692575,31298226737,0,0.0,0.0,-0.0,0.014299656705692575,,0.0
2025-02-03,-0.04182067737916909,31299041897,0,0.0,0.0,-0.0,0.04182067737916909,,0.0
2025-02-10,-0.03175170107734893,31299041897,0,0.0,0.0,-0.0,0.03175170107734893,,0.0
2025-02-17,-0.04132305765527508,31299041897,0,0.0,0.0,-0.0,0.04132305765527508,,0.0
2025-02-24,-0.0629790252876814,31299041897,0,0.0,0.0,-0.0,0.0629790252876814,,0.0
2025-02-03,0.21992354564009803,31305483427,0,,0.0,0.0,0.21992354564009803,,
2025-02-10,0.5845489268518946,31305483427,0,0.0,0.0,0.0,0.5845489268518946,,0.0
2025-02-17,0.6489325966447841,31305483427,0,0.0,0.0,0.0,0.6489325966447841,,0.0
2025-02-24,0.34104705645241523,31305483427,0,0.0,0.0,0.0,0.34104705645241523,,0.0
2025-02-03,0.45706902170738034,31306190523,0,0.0,0.0,0.0,0.45706902170738034,,0.0
2025-02-10,0.43003013130666756,31306190523,0,0.0,0.0,0.0,0.43003013130666756,,0.0
2025-02-17,0.2704962528801461,31306190523,0,0.0,0.0,0.0,0.2704962528801461,,0.0
2025-02-24,0.07959576904536342,31306190523,0,0.0,0.0,0.0,0.07959576904536342,,0.0
2025-02-03,0.055882584710216454,31315209729,0,0.0,0.0,0.0,0.055882584710216454,,0.0
2025-02-10,0.7306976661599811,31315209729,0,0.0,0.0,0.0,0.7306976661599811,,0.0
2025-02-17,1.2390405475127346,31315209729,0,0.0,0.0,0.0,1.2390405475127346,,0.0
2025-02-24,1.1441740250070642,31315209729,0,0.0,0.0,0.0,1.1441740250070642,,0.0
2025-02-03,0.04784786091856737,31376582820,0,0.0,0.0,0.0,0.04784786091856737,,0.0
2025-02-10,-0.0254244563352237,31376582820,0,0.0,0.0,-0.0,0.0254244563352237,,0.0
2025-02-17,-0.053731974022148125,31376582820,0,0.0,0.0,-0.0,0.053731974022148125,,0.0
2025-02-24,-0.028647304634293977,31376582820,0,0.0,0.0,-0.0,0.028647304634293977,,0.0
2025-02-03,-0.01937621149989026,31376614032,0,0.0,0.0,-0.0,0.01937621149989026,,0.0
2025-02-10,-0.045930145119167584,31376614032,3,0.0,0.0,-0.0,3.0459301451191676,1.015310048373056,0.0
2025-02-17,-0.17886345877057655,31376614032,0,0.0,0.0,-0.0,0.17886345877057655,,0.0
2025-02-24,-0.2266940252920448,31376614032,9,0.0,0.0,-0.0,9.226694025292044,1.0251882250324493,0.0
2025-02-03,-0.9635478918104987,31603725134,0,0.0,0.0,-0.0,0.9635478918104987,,0.0
2025-02-10,-0.5225487919431282,31603725134,0,0.0,0.0,-0.0,0.5225487919431282,,0.0
2025-02-17,-0.07607530451387273,31603725134,0,0.0,0.0,-0.0,0.07607530451387273,,0.0
2025-02-24,-0.2530299072138125,31603725134,0,0.0,0.0,-0.0,0.2530299072138125,,0.0
2025-02-03,0.5625496699627094,31698186711,0,0.0,0.0,0.0,0.5625496699627094,,0.0
2025-02-10,0.659594695532688,31698186711,0,0.0,0.0,0.0,0.659594695532688,,0.0
2025-02-17,0.43897864400789094,31698186711,0,0.0,0.0,0.0,0.43897864400789094,,0.0
2025-02-24,0.1260709377610838,31698186711,0,0.0,0.0,0.0,0.1260709377610838,,0.0
2025-02-03,0.04978391082121698,3691275758,0,0.0,0.0,0.0,0.04978391082121698,,0.0
2025-02-10,0.022719080365424027,3691275758,0,0.0,0.0,0.0,0.022719080365424027,,0.0
2025-02-17,0.02130125088255066,3691275758,0,0.0,0.0,0.0,0.02130125088255066,,0.0
2025-02-24,0.07792328975453396,3691275758,0,0.0,0.0,0.0,0.07792328975453396,,0.0
2025-02-03,0.04749774466715945,36918045023,0,0.0,0.0,0.0,0.04749774466715945,,0.0
2025-02-10,0.2113035685804156,36918045023,0,0.0,0.0,0.0,0.2113035685804156,,0.0
2025-02-17,0.3871527296816915,36918045023,0,0.0,0.0,0.0,0.3871527296816915,,0.0
2025-02-24,0.4320139555025436,36918045023,0,0.0,0.0,0.0,0.4320139555025436,,0.0
2025-02-03,-0.17562762215521754,36923304973,0,0.0,0.0,-0.0,0.17562762215521754,,0.0
2025-02-10,-0.1416460849947752,36923304973,0,0.0,0.0,-0.0,0.1416460849947752,,0.0
2025-02-17,0.06314161182994628,36923304973,0,0.0,0.0,0.0,0.06314161182994628,,0.0
2025-02-24,0.29161425924604367,36923304973,0,0.0,0.0,0.0,0.29161425924604367,,0.0
2025-02-03,-0.014928713948347827,3692477582,0,0.0,0.0,-0.0,0.014928713948347827,,0.0
2025-02-10,0.025362189458241077,3692477582,0,0.0,0.0,0.0,0.025362189458241077,,0.0
2025-02-17,0.03673037351738176,3692477582,0,0.0,0.0,0.0,0.03673037351738176,,0.0
2025-02-24,0.0043782608685455394,3692477582,0,0.0,0.0,0.0,0.0043782608685455394,,0.0
2025-02-03,0.015326755860464787,36924792617,0,0.0,0.0,0.0,0.015326755860464787,,0.0
2025-02-10,0.02252913651892792,36924792617,0,0.0,0.0,0.0,0.02252913651892792,,0.0
2025-02-17,0.05219155647271429,36924792617,0,0.0,0.0,0.0,0.05219155647271429,,0.0
2025-02-24,0.06652553465629343,36924792617,0,0.0,0.0,0.0,0.06652553465629343,,0.0
2025-02-03,0.031767801279811714,36925028712,0,0.0,0.0,0.0,0.031767801279811714,,0.0
2025-02-10,0.04128847388819496,36925028712,0,0.0,0.0,0.0,0.04128847388819496,,0.0
2025-02-17,0.031090793582790877,36925028712,0,0.0,0.0,0.0,0.031090793582790877,,0.0
2025-02-24,0.017468574519155507,36925028712,0,0.0,0.0,0.0,0.017468574519155507,,0.0
2025-02-03,-0.033348938882474755,36925451776,0,0.0,0.0,-0.0,0.033348938882474755,,0.0
2025-02-10,-0.04997979388566434,36925451776,0,0.0,0.0,-0.0,0.04997979388566434,,0.0
2025-02-17,-0.03948163101684458,36925451776,0,0.0,0.0,-0.0,0.03948163101684458,,0.0
2025-02-24,-0.016265581982753713,36925451776,0,0.0,0.0,-0.0,0.016265581982753713,,0.0
2025-02-03,-0.021253019423211898,36932256672,0,0.0,0.0,-0.0,0.021253019423211898,,0.0
2025-02-10,-0.024696403072267864,36932256672,0,0.0,0.0,-0.0,0.024696403072267864,,0.0
2025-02-17,-0.015302335246589216,36932256672,0,0.0,0.0,-0.0,0.015302335246589216,,0.0
2025-02-24,-0.006232476829430284,36932256672,0,0.0,0.0,-0.0,0.006232476829430284,,0.0
